No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Cluster
19645,2015,5,28,12,122.0,144.0,29.0,25.0,1100.0,204.0,28.8,999.3,16.0,0.0,SW,3.5,Tiantan,Unhealthy for Sensitive Groups
19646,2015,5,28,13,84.0,103.0,21.0,18.0,900.0,212.0,29.5,998.9,14.9,0.0,SW,4.2,Tiantan,Unhealthy for Sensitive Groups
19647,2015,5,28,14,83.0,112.0,23.0,19.0,900.0,223.0,29.1,998.7,15.2,0.0,SW,3.1,Tiantan,Unhealthy for Sensitive Groups
19648,2015,5,28,15,91.0,119.0,29.0,18.0,900.0,232.0,29.1,998.4,14.9,0.0,SSW,3.3,Tiantan,Unhealthy for Sensitive Groups
19649,2015,5,28,16,93.0,108.0,26.0,18.0,900.0,234.0,28.7,998.3,14.5,0.0,SSW,3.6,Tiantan,Unhealthy for Sensitive Groups
19650,2015,5,28,17,79.0,110.0,23.0,19.0,800.0,230.0,28.4,998.7,13.5,0.0,SW,3.3,Tiantan,Unhealthy for Sensitive Groups
19651,2015,5,28,18,89.0,124.0,24.0,25.0,800.0,225.0,28.2,998.9,14.8,0.0,SW,2.3,Tiantan,Unhealthy for Sensitive Groups
19652,2015,5,28,19,82.0,117.0,25.0,26.0,800.0,207.0,27.6,999.4,14.6,0.0,SW,2.1,Tiantan,Unhealthy for Sensitive Groups
19653,2015,5,28,20,81.0,104.0,24.0,29.0,800.0,189.0,27.2,999.9,13.5,0.0,SW,3.1,Tiantan,Unhealthy for Sensitive Groups
19654,2015,5,28,21,75.0,103.0,22.0,30.0,800.0,178.0,27.1,1000.2,13.8,0.0,SW,1.8,Tiantan,Unhealthy for Sensitive Groups
19655,2015,5,28,22,78.0,108.0,19.0,44.0,900.0,140.0,26.8,1000.5,14.2,0.0,SSW,2.3,Tiantan,Unhealthy for Sensitive Groups
19656,2015,5,28,23,78.0,131.0,19.0,41.0,900.0,135.0,25.3,1000.8,14.7,0.0,ESE,1.8,Tiantan,Unhealthy for Sensitive Groups
19657,2015,5,29,0,79.0,95.0,16.0,38.0,900.0,132.0,25.1,1000.8,13.0,0.0,S,2.2,Tiantan,Unhealthy for Sensitive Groups
19658,2015,5,29,1,56.0,76.0,23.0,42.0,1300.0,117.0,24.9,1000.8,13.1,0.0,SW,1.7,Tiantan,Moderate
19659,2015,5,29,2,46.0,80.0,16.0,43.0,1500.0,86.0,23.3,1000.8,13.7,0.0,E,1.2,Tiantan,Moderate
19660,2015,5,29,3,55.0,83.0,12.0,48.0,1500.0,67.0,22.4,1000.3,14.8,0.0,E,1.1,Tiantan,Moderate
19661,2015,5,29,4,53.0,98.0,11.0,56.0,1600.0,48.0,21.8,1001.2,16.7,0.0,SW,0.7,Tiantan,Moderate
19662,2015,5,29,5,63.0,102.0,3.0,69.0,1800.0,17.0,20.9,1001.2,17.1,0.5,SSW,0.9,Tiantan,Moderate
19663,2015,5,29,6,72.0,89.0,2.0,79.0,1900.0,9.0,20.1,1001.1,18.0,0.2,ESE,0.7,Tiantan,Unhealthy for Sensitive Groups
19664,2015,5,29,7,75.0,81.0,2.0,65.0,1300.0,14.0,20.5,1001.9,18.8,0.0,E,1.2,Tiantan,Unhealthy for Sensitive Groups
19665,2015,5,29,8,92.0,94.0,2.0,74.0,1200.0,14.0,21.0,1002.0,17.2,0.0,ESE,1.4,Tiantan,Unhealthy for Sensitive Groups
19666,2015,5,29,9,97.0,119.0,2.0,101.0,1400.0,11.0,21.9,1002.2,17.7,0.0,N,1.9,Tiantan,Unhealthy for Sensitive Groups
19667,2015,5,29,10,105.0,141.0,4.0,105.0,1400.0,19.0,23.9,1002.2,16.7,0.0,E,1.2,Tiantan,Unhealthy for Sensitive Groups
19668,2015,5,29,11,104.0,104.0,6.0,96.0,1300.0,58.0,25.7,1002.1,16.0,0.0,E,1.1,Tiantan,Unhealthy for Sensitive Groups
19669,2015,5,29,12,104.0,107.0,7.0,97.0,1300.0,90.0,27.8,1001.5,15.8,0.0,E,1.6,Tiantan,Unhealthy for Sensitive Groups
19670,2015,5,29,13,84.0,84.0,5.0,19.0,1000.0,129.0,28.7,1000.6,14.1,0.0,SSW,2.1,Tiantan,Unhealthy for Sensitive Groups
19671,2015,5,29,14,69.0,69.0,5.0,53.0,800.0,170.0,29.7,1000.3,13.0,0.0,SSW,2.2,Tiantan,Unhealthy for Sensitive Groups
19672,2015,5,29,15,59.0,68.0,5.0,39.0,700.0,205.0,29.8,999.9,13.5,0.0,SSE,2.7,Tiantan,Moderate
19673,2015,5,29,16,35.0,47.0,3.0,22.0,400.0,179.0,29.4,999.4,12.3,0.0,S,3.3,Tiantan,Moderate
19674,2015,5,29,17,23.0,54.0,2.0,19.0,400.0,174.0,28.9,999.2,12.3,0.0,SW,4.0,Tiantan,Moderate
19675,2015,5,29,18,28.0,50.0,2.0,21.0,400.0,172.0,28.1,999.6,13.2,0.0,SW,2.8,Tiantan,Moderate
19676,2015,5,29,19,24.0,48.0,2.0,22.0,400.0,149.0,27.1,1000.5,13.4,0.0,SSW,1.9,Tiantan,Moderate
19677,2015,5,29,20,28.0,49.0,2.0,23.0,400.0,141.0,26.5,1001.4,12.9,0.0,SSW,2.4,Tiantan,Moderate
19678,2015,5,29,21,33.0,64.0,2.0,36.0,500.0,119.0,25.7,1002.7,13.9,0.0,SSW,2.0,Tiantan,Moderate
19679,2015,5,29,22,43.0,76.0,2.0,40.0,600.0,106.0,24.4,1003.2,15.6,0.0,SE,2.0,Tiantan,Moderate
19680,2015,5,29,23,44.0,71.0,3.0,42.0,600.0,85.0,23.0,1003.6,16.1,0.0,ESE,1.5,Tiantan,Moderate
19681,2015,5,30,0,49.0,66.0,2.0,43.0,700.0,49.0,21.7,1003.6,16.2,0.0,ESE,1.3,Tiantan,Moderate
19682,2015,5,30,1,57.0,63.0,2.0,50.0,700.0,29.0,21.2,1003.8,16.2,0.0,NNE,0.6,Tiantan,Moderate
19683,2015,5,30,2,59.0,75.0,2.0,70.0,900.0,7.0,19.9,1003.6,15.9,0.0,NE,0.9,Tiantan,Moderate
19684,2015,5,30,3,72.0,93.0,2.0,73.0,1200.0,5.0,18.5,1003.5,15.9,0.0,NE,1.0,Tiantan,Unhealthy for Sensitive Groups
19685,2015,5,30,4,79.0,88.0,2.0,68.0,1300.0,4.0,17.5,1003.7,15.3,0.0,NE,0.9,Tiantan,Unhealthy for Sensitive Groups
19686,2015,5,30,5,87.0,87.0,2.0,55.0,1200.0,3.0,16.9,1004.2,15.6,0.0,NNE,0.9,Tiantan,Unhealthy for Sensitive Groups
19687,2015,5,30,6,82.0,86.0,2.0,59.0,1100.0,3.0,19.6,1004.8,15.0,0.0,ENE,1.8,Tiantan,Unhealthy for Sensitive Groups
19688,2015,5,30,7,51.0,51.0,3.0,76.0,700.0,15.0,22.1,1005.4,13.4,0.0,NE,2.1,Tiantan,Moderate
19689,2015,5,30,8,39.0,54.0,4.0,55.0,600.0,60.0,22.9,1005.7,11.9,0.0,E,2.1,Tiantan,Moderate
19690,2015,5,30,9,36.0,41.0,2.0,56.0,500.0,64.0,24.6,1005.8,10.5,0.0,ENE,1.4,Tiantan,Moderate
19691,2015,5,30,10,42.0,81.0,4.0,50.0,600.0,88.0,25.2,1005.5,11.0,0.0,ESE,2.8,Tiantan,Moderate
19692,2015,5,30,11,38.0,83.0,7.0,33.0,700.0,124.0,26.1,1005.1,11.8,0.0,SSE,1.9,Tiantan,Moderate
19693,2015,5,30,12,61.0,108.0,11.0,29.0,1000.0,176.0,26.9,1004.2,11.4,0.0,SE,3.4,Tiantan,Moderate
19694,2015,5,30,13,55.0,70.0,12.0,21.0,1100.0,204.0,28.3,1003.2,11.8,0.0,SSW,3.0,Tiantan,Moderate
19695,2015,5,30,14,62.0,69.0,11.0,19.0,1000.0,232.0,28.9,1002.1,11.5,0.0,S,2.8,Tiantan,Moderate
19696,2015,5,30,15,59.0,59.0,9.0,18.0,800.0,240.0,29.8,1001.1,8.8,0.0,SE,2.6,Tiantan,Moderate
19697,2015,5,30,16,56.0,86.0,8.0,20.0,700.0,250.0,29.6,1000.3,11.6,0.0,SW,4.1,Tiantan,Moderate
19698,2015,5,30,17,61.0,105.0,7.0,21.0,700.0,246.0,29.0,1000.1,12.4,0.0,S,3.8,Tiantan,Moderate
19699,2015,5,30,18,50.0,94.0,6.0,19.0,500.0,204.0,28.4,1000.0,15.0,0.0,SW,3.9,Tiantan,Moderate
19700,2015,5,30,19,79.0,92.0,13.0,20.0,600.0,204.0,27.5,1000.0,13.1,0.0,SW,3.7,Tiantan,Unhealthy for Sensitive Groups
19701,2015,5,30,20,71.0,128.0,8.0,30.0,800.0,177.0,26.2,1000.6,15.3,0.0,S,2.1,Tiantan,Unhealthy for Sensitive Groups
19702,2015,5,30,21,36.0,57.0,9.0,31.0,1000.0,134.0,25.4,1001.3,13.6,0.0,S,2.7,Tiantan,Moderate
19703,2015,5,30,22,38.0,74.0,14.0,36.0,1100.0,118.0,24.2,1001.4,13.7,0.0,ESE,1.9,Tiantan,Moderate
19704,2015,5,30,23,38.0,80.0,14.0,37.0,1100.0,101.0,23.0,1001.3,13.2,0.0,SE,1.8,Tiantan,Moderate
19705,2015,5,31,0,39.0,80.0,14.0,43.0,1500.0,77.0,22.3,1000.9,13.9,0.0,SE,1.6,Tiantan,Moderate
19706,2015,5,31,1,52.0,85.0,13.0,77.0,1300.0,34.0,20.8,1000.4,14.0,0.0,E,1.5,Tiantan,Moderate
19707,2015,5,31,2,53.0,96.0,11.0,100.0,1200.0,5.0,20.2,999.6,13.9,0.0,NE,1.3,Tiantan,Moderate
19708,2015,5,31,3,51.0,88.0,6.0,90.0,1200.0,3.0,19.5,999.4,13.7,0.0,ENE,1.1,Tiantan,Moderate
19709,2015,5,31,4,64.0,89.0,4.0,84.0,1200.0,7.0,18.5,999.2,13.8,0.0,ENE,0.7,Tiantan,Moderate
19710,2015,5,31,5,74.0,93.0,4.0,66.0,1100.0,8.0,17.6,999.4,13.7,0.0,E,0.7,Tiantan,Unhealthy for Sensitive Groups
19711,2015,5,31,6,52.0,72.0,3.0,60.0,1100.0,3.0,18.5,999.3,14.2,0.0,E,1.2,Tiantan,Moderate
19712,2015,5,31,7,55.0,93.0,6.0,78.0,1100.0,9.0,21.1,999.6,14.7,0.0,NE,0.6,Tiantan,Moderate
19713,2015,5,31,8,62.0,114.0,12.0,86.0,1000.0,29.0,22.7,999.3,14.8,0.0,WNW,0.8,Tiantan,Moderate
19714,2015,5,31,9,73.0,104.0,19.0,70.0,1000.0,68.0,24.7,998.7,14.5,0.0,SW,1.2,Tiantan,Unhealthy for Sensitive Groups
19715,2015,5,31,10,67.0,77.0,25.0,42.0,900.0,121.0,26.5,998.3,12.5,0.0,SW,2.7,Tiantan,Unhealthy for Sensitive Groups
19716,2015,5,31,11,58.0,82.0,26.0,33.0,800.0,152.0,27.7,997.6,13.6,0.0,SW,3.2,Tiantan,Moderate
19717,2015,5,31,12,55.0,75.0,23.0,22.0,700.0,182.0,28.9,996.9,12.7,0.0,WSW,4.1,Tiantan,Moderate
19718,2015,5,31,13,45.0,81.0,18.0,21.0,700.0,206.0,30.1,996.1,13.8,0.0,W,3.6,Tiantan,Moderate
19719,2015,5,31,14,50.0,82.0,20.0,22.0,700.0,220.0,31.5,994.5,12.8,0.0,SSW,4.7,Tiantan,Moderate
19720,2015,5,31,15,42.0,87.0,18.0,19.0,500.0,233.0,32.2,993.7,11.9,0.0,SW,4.7,Tiantan,Moderate
19721,2015,5,31,16,39.0,110.0,18.0,20.0,600.0,247.0,32.6,992.9,13.3,0.0,SW,5.3,Tiantan,Moderate
19722,2015,5,31,17,48.0,119.0,21.0,22.0,600.0,249.0,32.4,992.7,13.1,0.0,WSW,5.8,Tiantan,Moderate
19723,2015,5,31,18,58.0,126.0,26.0,24.0,800.0,265.0,31.8,993.2,13.5,0.0,SW,2.6,Tiantan,Moderate
19724,2015,5,31,19,52.0,118.0,26.0,26.0,900.0,249.0,31.6,993.4,12.9,0.0,SSW,2.7,Tiantan,Moderate
19725,2015,5,31,20,45.0,111.0,26.0,32.0,900.0,223.0,30.7,994.2,13.5,0.0,SSW,1.9,Tiantan,Moderate
19726,2015,5,31,21,52.0,111.0,22.0,44.0,1000.0,170.0,30.6,994.8,13.4,0.0,SSW,2.8,Tiantan,Moderate
19727,2015,5,31,22,51.0,110.0,20.0,45.0,900.0,157.0,30.4,994.7,14.9,0.0,SW,4.3,Tiantan,Moderate
19728,2015,5,31,23,57.0,132.0,18.0,40.0,800.0,161.0,29.6,994.8,16.1,0.0,WSW,3.9,Tiantan,Moderate
19729,2015,6,1,0,69.0,147.0,19.0,38.0,1000.0,162.0,28.9,995.2,16.5,0.0,W,3.4,Tiantan,Unhealthy for Sensitive Groups
19730,2015,6,1,1,74.0,143.0,16.0,33.0,900.0,152.0,28.2,995.0,16.8,0.0,SSW,2.5,Tiantan,Unhealthy for Sensitive Groups
19731,2015,6,1,2,75.0,144.0,17.0,34.0,900.0,147.0,27.8,994.7,17.0,0.0,SW,2.8,Tiantan,Unhealthy for Sensitive Groups
19732,2015,6,1,3,90.0,150.0,15.0,40.0,900.0,129.0,26.8,995.0,17.0,0.0,SW,1.4,Tiantan,Unhealthy for Sensitive Groups
19733,2015,6,1,4,97.0,149.0,12.0,50.0,1000.0,101.0,24.4,995.6,17.4,0.0,W,0.8,Tiantan,Unhealthy for Sensitive Groups
19734,2015,6,1,5,92.0,137.0,11.0,38.0,1000.0,95.0,23.3,995.9,17.5,0.0,SE,1.4,Tiantan,Unhealthy for Sensitive Groups
19735,2015,6,1,6,98.0,145.0,8.0,42.0,1100.0,78.0,23.5,995.6,17.9,0.0,ENE,1.2,Tiantan,Unhealthy for Sensitive Groups
19736,2015,6,1,7,93.0,141.0,13.0,81.0,1200.0,46.0,25.9,996.1,18.1,0.0,ENE,0.4,Tiantan,Unhealthy for Sensitive Groups
19737,2015,6,1,8,86.0,179.0,14.0,137.0,1500.0,19.0,26.3,996.4,18.2,0.0,NE,1.4,Tiantan,Unhealthy for Sensitive Groups
19738,2015,6,1,9,3.0,195.0,17.0,130.0,1500.0,44.0,27.1,996.4,18.4,0.0,ENE,2.0,Tiantan,Good
19739,2015,6,1,10,113.0,213.0,19.0,19.0,1300.0,78.0,27.3,996.8,18.3,0.0,NNE,1.6,Tiantan,Unhealthy for Sensitive Groups
19740,2015,6,1,11,122.0,206.0,21.0,74.0,1300.0,124.0,27.3,996.8,18.3,0.0,NE,2.3,Tiantan,Unhealthy for Sensitive Groups
19741,2015,6,1,12,126.0,206.0,22.0,61.0,1300.0,150.0,29.3,996.9,18.1,0.0,SE,2.2,Tiantan,Unhealthy for Sensitive Groups
19742,2015,6,1,13,131.0,202.0,24.0,38.0,1200.0,222.0,30.9,996.1,18.3,0.0,ESE,2.8,Tiantan,Unhealthy for Sensitive Groups
19743,2015,6,1,14,124.0,207.0,25.0,34.0,1100.0,275.0,31.4,995.8,18.0,0.0,S,2.7,Tiantan,Unhealthy for Sensitive Groups
19744,2015,6,1,15,117.0,189.0,23.0,30.0,1000.0,300.0,32.2,995.7,17.7,0.0,SE,2.0,Tiantan,Unhealthy for Sensitive Groups
19745,2015,6,1,16,97.0,151.0,21.0,26.0,1000.0,281.0,31.5,995.9,17.8,0.0,SE,0.9,Tiantan,Unhealthy for Sensitive Groups
19746,2015,6,1,17,88.0,142.0,19.0,28.0,900.0,246.0,31.0,996.0,18.7,0.0,SSE,1.6,Tiantan,Unhealthy for Sensitive Groups
19747,2015,6,1,18,53.0,54.0,10.0,30.0,700.0,183.0,30.7,996.0,19.1,0.0,ESE,1.7,Tiantan,Moderate
19748,2015,6,1,19,26.0,64.0,6.0,37.0,500.0,145.0,29.8,995.8,19.5,0.0,SSW,1.0,Tiantan,Moderate
19749,2015,6,1,20,54.0,152.0,9.0,42.0,700.0,177.0,28.1,996.6,16.4,0.0,SE,0.8,Tiantan,Moderate
19750,2015,6,1,21,71.0,144.0,10.0,84.0,1100.0,123.0,28.6,997.3,19.5,0.0,SE,2.7,Tiantan,Unhealthy for Sensitive Groups
19751,2015,6,1,22,133.0,299.0,14.0,53.0,1500.0,177.0,28.1,997.8,19.3,0.0,SE,2.8,Tiantan,Unhealthy for Sensitive Groups
19752,2015,6,1,23,160.0,248.0,15.0,47.0,1600.0,163.0,26.3,998.6,17.1,0.0,ENE,1.7,Tiantan,Unhealthy
19753,2015,6,2,0,132.0,158.0,13.0,53.0,1400.0,114.0,24.8,999.4,14.3,0.0,E,2.5,Tiantan,Unhealthy for Sensitive Groups
19754,2015,6,2,1,60.0,117.0,10.0,47.0,900.0,89.0,24.0,1000.3,15.0,0.0,E,3.1,Tiantan,Moderate
19755,2015,6,2,2,52.0,118.0,10.0,44.0,1000.0,79.0,23.0,1000.9,16.3,0.0,E,2.8,Tiantan,Moderate
19756,2015,6,2,3,75.0,136.0,12.0,39.0,1500.0,80.0,22.8,1001.6,15.4,0.0,E,2.8,Tiantan,Unhealthy for Sensitive Groups
19757,2015,6,2,4,86.0,120.0,22.0,50.0,2300.0,59.0,22.6,1002.4,15.7,0.0,E,1.1,Tiantan,Unhealthy for Sensitive Groups
19758,2015,6,2,5,83.0,106.0,21.0,51.0,2300.0,60.0,21.6,1002.8,15.4,0.0,NE,1.0,Tiantan,Unhealthy for Sensitive Groups
19759,2015,6,2,6,62.0,62.0,19.0,45.0,1600.0,64.0,23.6,1003.1,8.1,0.0,NNW,1.7,Tiantan,Moderate
19760,2015,6,2,7,3.0,33.0,2.0,21.0,200.0,77.0,26.4,1003.6,1.6,0.0,NNW,3.7,Tiantan,Good
19761,2015,6,2,8,6.0,87.0,2.0,23.0,200.0,79.0,26.8,1004.7,1.9,0.0,NNW,4.3,Tiantan,Good
19762,2015,6,2,9,8.0,89.0,2.0,29.0,300.0,77.0,27.3,1005.2,1.6,0.0,NW,5.8,Tiantan,Good
19763,2015,6,2,10,6.0,86.0,2.0,26.0,200.0,83.0,27.9,1005.1,1.4,0.0,NW,5.9,Tiantan,Good
19764,2015,6,2,11,3.0,47.0,2.0,24.0,200.0,89.0,29.5,1005.0,0.1,0.0,NNE,2.8,Tiantan,Good
19765,2015,6,2,12,3.0,45.0,2.0,24.0,200.0,93.0,30.1,1004.8,-1.4,0.0,NNW,4.7,Tiantan,Good
19766,2015,6,2,13,3.0,30.0,2.0,20.0,200.0,101.0,30.5,1004.4,0.0,0.0,NW,4.1,Tiantan,Good
19767,2015,6,2,14,9.0,24.0,2.0,22.0,200.0,105.0,31.2,1004.1,-1.6,0.0,NNW,3.6,Tiantan,Good
19768,2015,6,2,15,8.0,33.0,2.0,22.0,200.0,110.0,31.9,1003.6,-3.5,0.0,WNW,5.7,Tiantan,Good
19769,2015,6,2,16,11.0,28.0,2.0,27.0,200.0,102.0,32.6,1003.1,-4.4,0.0,NNW,2.3,Tiantan,Good
19770,2015,6,2,17,3.0,28.0,2.0,29.0,100.0,98.0,32.5,1002.8,-6.0,0.0,NW,3.1,Tiantan,Good
19771,2015,6,2,18,9.0,28.0,2.0,40.0,200.0,86.0,32.1,1002.9,-3.4,0.0,NE,1.9,Tiantan,Good
19772,2015,6,2,19,10.0,38.0,2.0,42.0,200.0,78.0,30.7,1004.0,-3.2,0.0,ENE,2.9,Tiantan,Good
19773,2015,6,2,20,15.0,42.0,2.0,46.0,300.0,66.0,26.4,1005.2,0.9,0.0,NNE,0.7,Tiantan,Good
19774,2015,6,2,21,10.0,67.0,2.0,75.0,400.0,29.0,23.0,1006.6,1.3,0.0,E,0.9,Tiantan,Good
19775,2015,6,2,22,17.0,47.0,2.0,75.0,400.0,32.0,21.2,1007.7,0.9,0.0,WNW,0.3,Tiantan,Moderate
19776,2015,6,2,23,12.0,78.0,4.0,70.0,400.0,36.0,22.7,1008.9,12.9,0.0,ESE,3.5,Tiantan,Good
19777,2015,6,3,0,58.0,263.0,15.0,59.0,1200.0,83.0,21.4,1009.4,12.5,0.0,ESE,2.4,Tiantan,Moderate
19778,2015,6,3,1,36.0,178.0,13.0,38.0,700.0,88.0,20.9,1010.0,11.5,0.0,SE,1.8,Tiantan,Moderate
19779,2015,6,3,2,39.0,150.0,11.0,38.0,600.0,74.0,19.4,1010.3,11.4,0.0,E,1.1,Tiantan,Moderate
19780,2015,6,3,3,32.0,106.0,5.0,39.0,600.0,45.0,18.9,1010.5,10.7,0.0,ENE,1.0,Tiantan,Moderate
19781,2015,6,3,4,29.0,100.0,3.0,43.0,600.0,32.0,17.4,1011.0,11.0,0.0,NE,0.9,Tiantan,Moderate
19782,2015,6,3,5,34.0,85.0,2.0,43.0,600.0,20.0,16.4,1011.1,11.5,0.0,NE,0.1,Tiantan,Moderate
19783,2015,6,3,6,30.0,83.0,2.0,51.0,700.0,16.0,18.3,1010.9,12.9,0.0,NE,0.0,Tiantan,Moderate
19784,2015,6,3,7,30.0,104.0,8.0,55.0,600.0,47.0,21.5,1010.9,12.6,0.0,NNW,1.1,Tiantan,Moderate
19785,2015,6,3,8,33.0,122.0,11.0,55.0,700.0,62.0,23.0,1011.1,12.9,0.0,ENE,1.4,Tiantan,Moderate
19786,2015,6,3,9,33.0,118.0,12.0,59.0,800.0,69.0,25.0,1010.8,9.7,0.0,WSW,1.8,Tiantan,Moderate
19787,2015,6,3,10,3.0,142.0,9.0,64.0,700.0,78.0,27.1,1010.4,8.0,0.0,SW,2.0,Tiantan,Good
19788,2015,6,3,11,29.0,117.0,8.0,53.0,700.0,114.0,29.3,1009.4,4.7,0.0,NNW,1.7,Tiantan,Moderate
19789,2015,6,3,12,38.0,58.0,6.0,35.0,500.0,141.0,30.9,1008.8,2.1,0.0,SW,2.4,Tiantan,Moderate
19790,2015,6,3,13,28.0,28.0,3.0,23.0,300.0,134.0,30.9,1007.9,-1.8,0.0,E,2.1,Tiantan,Moderate
19791,2015,6,3,14,24.0,71.0,5.0,21.0,400.0,176.0,31.6,1007.1,-2.5,0.0,S,2.0,Tiantan,Moderate
19792,2015,6,3,15,26.0,39.0,4.0,16.0,300.0,167.0,30.7,1006.5,2.8,0.0,WSW,4.3,Tiantan,Moderate
19793,2015,6,3,16,26.0,63.0,4.0,17.0,500.0,165.0,30.3,1006.1,4.1,0.0,SW,4.2,Tiantan,Moderate
19794,2015,6,3,17,20.0,31.0,2.0,16.0,300.0,129.0,29.4,1005.8,-0.9,0.0,WSW,4.4,Tiantan,Moderate
19795,2015,6,3,18,20.0,49.0,3.0,22.0,400.0,130.0,29.0,1005.8,0.6,0.0,SW,4.9,Tiantan,Moderate
19796,2015,6,3,19,20.0,54.0,7.0,27.0,300.0,126.0,28.6,1006.0,1.9,0.0,SW,4.2,Tiantan,Moderate
19797,2015,6,3,20,24.0,58.0,10.0,30.0,400.0,121.0,28.2,1005.6,3.1,0.0,WSW,5.0,Tiantan,Moderate
19798,2015,6,3,21,22.0,69.0,8.0,39.0,400.0,106.0,27.5,1005.6,3.2,0.0,WSW,2.8,Tiantan,Moderate
19799,2015,6,3,22,28.0,77.0,9.0,46.0,400.0,93.0,27.3,1005.6,3.7,0.0,WSW,3.8,Tiantan,Moderate
19800,2015,6,3,23,40.0,106.0,10.0,48.0,500.0,94.0,26.5,1005.4,7.0,0.0,WSW,3.4,Tiantan,Moderate
19801,2015,6,4,0,46.0,96.0,10.0,54.0,600.0,72.0,25.9,1004.9,7.0,0.0,WSW,2.3,Tiantan,Moderate
19802,2015,6,4,1,47.0,119.0,12.0,54.0,800.0,64.0,25.3,1004.4,7.9,0.0,WSW,1.1,Tiantan,Moderate
19803,2015,6,4,2,51.0,105.0,10.0,62.0,700.0,48.0,24.5,1003.7,8.8,0.0,WSW,1.4,Tiantan,Moderate
19804,2015,6,4,3,55.0,89.0,9.0,65.0,700.0,35.0,24.0,1003.4,9.2,0.0,S,0.5,Tiantan,Moderate
19805,2015,6,4,4,55.0,102.0,8.0,74.0,700.0,14.0,23.5,1002.9,9.8,0.0,SSW,0.3,Tiantan,Moderate
19806,2015,6,4,5,54.0,84.0,9.0,74.0,800.0,17.0,23.1,1003.0,9.8,0.0,SSE,0.4,Tiantan,Moderate
19807,2015,6,4,6,59.0,119.0,9.0,83.0,900.0,11.0,22.2,1002.0,11.6,0.0,E,1.3,Tiantan,Moderate
19808,2015,6,4,7,56.0,111.0,10.0,94.0,1000.0,8.0,23.3,1002.1,10.7,0.0,WSW,1.3,Tiantan,Moderate
19809,2015,6,4,8,49.0,114.0,11.0,100.0,1100.0,7.0,23.3,1002.0,12.9,0.0,NE,0.7,Tiantan,Moderate
19810,2015,6,4,9,51.0,123.0,12.0,99.0,1100.0,8.0,22.7,1001.9,12.0,0.0,ENE,1.6,Tiantan,Moderate
19811,2015,6,4,10,58.0,105.0,5.0,87.0,1100.0,17.0,21.7,1001.5,15.1,0.2,SW,0.4,Tiantan,Moderate
19812,2015,6,4,11,47.0,70.0,3.0,68.0,900.0,50.0,20.6,1001.5,13.3,0.3,SSW,2.1,Tiantan,Moderate
19813,2015,6,4,12,64.0,73.0,2.0,62.0,900.0,43.0,19.8,1000.8,14.8,1.0,SSW,1.9,Tiantan,Moderate
19814,2015,6,4,13,57.0,57.0,2.0,39.0,800.0,64.0,19.1,999.6,14.6,0.9,SW,1.8,Tiantan,Moderate
19815,2015,6,4,14,39.0,39.0,2.0,31.0,700.0,78.0,18.4,999.2,14.7,0.9,SW,3.7,Tiantan,Moderate
19816,2015,6,4,15,3.0,32.0,2.0,29.0,8000.0,77.0,17.8,998.8,15.8,1.9,S,1.9,Tiantan,Good
19817,2015,6,4,16,41.0,53.0,2.0,35.0,900.0,68.0,18.5,998.1,15.7,0.3,SW,3.3,Tiantan,Moderate
19818,2015,6,4,17,65.0,65.0,5.0,32.0,9000.0,82.0,20.2,997.1,15.6,0.0,SW,2.4,Tiantan,Moderate
19819,2015,6,4,18,64.0,64.0,9.0,32.0,9000.0,90.0,20.9,996.5,14.3,0.0,WSW,1.2,Tiantan,Moderate
19820,2015,6,4,19,70.0,70.0,5.0,38.0,9000.0,77.0,20.6,996.9,14.9,0.0,SSW,2.4,Tiantan,Unhealthy for Sensitive Groups
19821,2015,6,4,20,76.0,76.0,4.0,38.0,1000.0,66.0,20.0,997.0,15.0,0.0,WSW,2.2,Tiantan,Unhealthy for Sensitive Groups
19822,2015,6,4,21,71.0,71.0,5.0,35.0,9000.0,76.0,19.6,996.8,14.6,0.0,W,1.1,Tiantan,Unhealthy for Sensitive Groups
19823,2015,6,4,22,68.0,68.0,5.0,39.0,9000.0,68.0,19.6,996.8,14.6,0.0,WSW,1.7,Tiantan,Unhealthy for Sensitive Groups
19824,2015,6,4,23,44.0,44.0,3.0,36.0,7000.0,50.0,19.4,996.5,13.6,0.0,W,1.5,Tiantan,Moderate
19825,2015,6,5,0,37.0,37.0,2.0,39.0,7000.0,34.0,19.1,996.0,13.7,0.1,W,1.8,Tiantan,Moderate
19826,2015,6,5,1,38.0,38.0,2.0,46.0,8000.0,33.0,18.9,995.1,13.7,0.0,SW,1.2,Tiantan,Moderate
19827,2015,6,5,2,49.0,49.0,2.0,43.0,8000.0,18.0,18.0,994.8,14.3,0.0,SSW,0.4,Tiantan,Moderate
19828,2015,6,5,3,49.0,49.0,2.0,46.0,8000.0,12.0,16.5,995.0,14.1,0.0,WSW,1.0,Tiantan,Moderate
19829,2015,6,5,4,51.0,51.0,2.0,44.0,7000.0,14.0,16.5,994.6,13.6,0.0,SSW,0.5,Tiantan,Moderate
19830,2015,6,5,5,50.0,50.0,2.0,34.0,7000.0,9.0,15.2,994.6,13.7,0.0,ENE,0.5,Tiantan,Moderate
